Actual Price,Predicted Price
0.19795619,0.19815917
0.193652824,0.1980591
0.198673427,0.194033
0.200825334,0.19825362
0.200107932,0.20116955
0.201542348,0.1995636
0.202976793,0.19702728
0.202976793,0.19633019
0.203694165,0.20302698
0.202976793,0.20356105
0.19939062,0.20279214
0.192935586,0.19667938
0.189349353,0.19104925
0.18863222,0.1875597
0.192218393,0.18893313
0.190066427,0.19204453
0.190783799,0.18972938
0.189349353,0.18738022
0.189349353,0.1880718
0.195804611,0.18673779
0.198673427,0.19444853
0.200825334,0.20062006
0.201542348,0.19738802
0.200107932,0.20028578
0.198673427,0.19680874
0.196521938,0.19821125
0.192935586,0.19372112
0.192218393,0.1922505
0.196521938,0.18960528
0.193652824,0.196579
0.194369882,0.19350767
0.195804611,0.19135517
0.19508718,0.19610807
0.193652824,0.19425857
0.190783799,0.19205455
0.19150129,0.19032966
0.190783799,0.19114587
0.19150129,0.19032001
0.189349353,0.19127405
0.190066427,0.189009
0.18863222,0.18944673
0.190066427,0.18893313
0.18863222,0.18889554
0.183611736,0.18901731
0.180025488,0.18514809
0.175004914,0.18134654
0.169984251,0.17637853
0.17357029,0.16815397
0.1721358,0.17273846
0.174560666,0.16995451
0.173830464,0.17602877
0.173830464,0.17472655
0.173830464,0.17458953
0.170908839,0.1745368
0.174560666,0.17040624
0.173100024,0.17531715
0.171639055,0.17283432
0.170908839,0.17170069
0.168717816,0.17032064
0.170908839,0.16960117
0.173100024,0.17075934
0.171639055,0.17308459
0.184055641,0.17167954
0.184055641,0.18354711
0.18186456,0.18373704
0.18186456,0.1829329
0.180403665,0.18214446
0.176751792,0.18006998
0.176021338,0.17694497
0.178212792,0.17521377
0.179673344,0.17802371
0.178212792,0.1790489
0.177482471,0.17801882
0.179673344,0.17694497
0.179673344,0.18183656
0.179673344,0.1790489
0.178212792,0.17938085
0.179673344,0.17826971
0.182594925,0.18001238
0.189898565,0.18212439
0.192820147,0.1892686
0.195011437,0.1926153
0.192820147,0.19512302
0.192089826,0.19239093
0.194280788,0.19125676
0.189898565,0.19419509
0.192089826,0.18947464
0.192089826,0.19106884
0.195741713,0.19122101
0.200124159,0.19663157
0.203045368,0.20081498
0.200854421,0.20356005
0.201584592,0.20025228
0.20742783,0.20171088
