date,open,high,low,close,adj_close,volume
1962-01-02 00:00:00-05:00,0.263020992,0.270182014,0.263020992,0.263020992,0.046041429,806400
1962-01-03 00:00:00-05:00,0.25911501,0.25911501,0.25325501,0.257160991,0.045015644,1574400
1962-01-04 00:00:00-05:00,0.257813007,0.261067986,0.257813007,0.25911501,0.045357678,844800
1962-01-05 00:00:00-05:00,0.25911501,0.26236999,0.252604008,0.25325501,0.044331934,1420800
1962-01-08 00:00:00-05:00,0.251302004,0.251302004,0.245767996,0.250651002,0.043876082,2035200
1962-01-09 00:00:00-05:00,0.250651002,0.25650999,0.248697996,0.255207986,0.044673763,960000
1962-01-10 00:00:00-05:00,0.255207986,0.260091007,0.252604008,0.25650999,0.04490171,1612800
1962-01-11 00:00:00-05:00,0.25650999,0.25911501,0.255207986,0.25911501,0.045357678,614400
1962-01-12 00:00:00-05:00,0.25911501,0.25911501,0.254557014,0.257160991,0.045015644,883200
1962-01-15 00:00:00-05:00,0.25650999,0.25650999,0.253906012,0.254557014,0.044559825,614400
1962-01-16 00:00:00-05:00,0.253906012,0.253906012,0.249674007,0.25,0.04376214,1113600
1962-01-17 00:00:00-05:00,0.25,0.25,0.242188007,0.242188007,0.042394634,1574400
1962-01-18 00:00:00-05:00,0.242188007,0.243489996,0.236328006,0.237305,0.04153984,2649600
1962-01-19 00:00:00-05:00,0.239583001,0.244791999,0.239583001,0.244791999,0.042850491,1459200
1962-01-22 00:00:00-05:00,0.244791999,0.247396007,0.242188007,0.246745005,0.043192353,1075200
1962-01-23 00:00:00-05:00,0.246094003,0.246094003,0.241536006,0.241536006,0.04228057,768000
1962-01-24 00:00:00-05:00,0.241536006,0.242188007,0.234375,0.238931999,0.041824691,2611200
1962-01-25 00:00:00-05:00,0.238931999,0.242838994,0.236978993,0.236978993,0.04148281,1574400
1962-01-26 00:00:00-05:00,0.236978993,0.236978993,0.233072996,0.234375,0.041026987,1574400
1962-01-29 00:00:00-05:00,0.234375,0.235026002,0.233723998,0.234375,0.041026987,307200
1962-01-30 00:00:00-05:00,0.234375,0.236328006,0.233398005,0.233398005,0.040856007,1574400
1962-01-31 00:00:00-05:00,0.234375,0.242838994,0.234375,0.242838994,0.042508602,1766400
1962-02-01 00:00:00-05:00,0.244791999,0.248697996,0.244791999,0.244791999,0.042850491,1420800
1962-02-02 00:00:00-05:00,0.244791999,0.247396007,0.240885004,0.247396007,0.043306325,1152000
1962-02-05 00:00:00-05:00,0.247396007,0.247396007,0.245443001,0.247396007,0.043306325,384000
1962-02-06 00:00:00-05:00,0.247396007,0.247396007,0.244140998,0.244140998,0.04273653,691200
1962-02-07 00:00:00-05:00,0.244140998,0.245443001,0.244140998,0.245443001,0.042964436,192000
1962-02-08 00:00:00-05:00,0.245443001,0.247396007,0.242838994,0.246094003,0.043078411,768000
1962-02-09 00:00:00-05:00,0.246094003,0.247396007,0.244791999,0.247396007,0.043306325,729600
1962-02-12 00:00:00-05:00,0.247396007,0.248046994,0.245443001,0.245443001,0.042964436,307200
1962-02-13 00:00:00-05:00,0.245443001,0.246745005,0.245443001,0.245443001,0.042964436,652800
1962-02-14 00:00:00-05:00,0.245443001,0.245443001,0.240885004,0.240885004,0.042166576,652800
1962-02-15 00:00:00-05:00,0.240885004,0.242838994,0.239583001,0.239583001,0.041938663,652800
1962-02-16 00:00:00-05:00,0.239583001,0.244140998,0.239583001,0.239583001,0.041938663,1190400
1962-02-19 00:00:00-05:00,0.241536006,0.243489996,0.241536006,0.243489996,0.042622559,345600
1962-02-20 00:00:00-05:00,0.243489996,0.244140998,0.241536006,0.242188007,0.042394634,460800
1962-02-21 00:00:00-05:00,0.242188007,0.244140998,0.240885004,0.240885004,0.042166576,691200
1962-02-23 00:00:00-05:00,0.240885004,0.244140998,0.238280997,0.238280997,0.041710734,1036800
1962-02-26 00:00:00-05:00,0.238280997,0.244140998,0.236978993,0.242188007,0.042394634,768000
1962-02-27 00:00:00-05:00,0.242188007,0.244140998,0.242188007,0.243489996,0.042622559,460800
1962-02-28 00:00:00-05:00,0.242838994,0.242838994,0.238280997,0.238931999,0.041824691,652800
1962-03-01 00:00:00-05:00,0.238931999,0.238931999,0.234375,0.237629995,0.041596815,19545600
1962-03-02 00:00:00-05:00,0.238280997,0.240234002,0.238280997,0.240234002,0.042052645,806400
1962-03-05 00:00:00-05:00,0.240234002,0.240234002,0.236978993,0.236978993,0.04148281,652800
1962-03-06 00:00:00-05:00,0.239583001,0.242188007,0.239583001,0.242188007,0.042394634,883200
1962-03-07 00:00:00-05:00,0.242188007,0.242188007,0.238931999,0.238931999,0.041824691,691200
1962-03-08 00:00:00-05:00,0.238931999,0.241536006,0.238280997,0.239583001,0.041938663,883200
1962-03-09 00:00:00-05:00,0.239583001,0.240559995,0.235026002,0.236978993,0.04148281,1113600
1962-03-12 00:00:00-05:00,0.239583001,0.242188007,0.239583001,0.242188007,0.042394634,998400
1962-03-13 00:00:00-05:00,0.242513001,0.244466007,0.242513001,0.244466007,0.043071404,1344000
1962-03-14 00:00:00-05:00,0.244466007,0.245443001,0.243489996,0.244791999,0.043128837,1689600
1962-03-15 00:00:00-05:00,0.244791999,0.245443001,0.243489996,0.243489996,0.04289943,883200
1962-03-16 00:00:00-05:00,0.243489996,0.244466007,0.243489996,0.243489996,0.04289943,768000
1962-03-19 00:00:00-05:00,0.243489996,0.246094003,0.243489996,0.244791999,0.043128837,921600
1962-03-20 00:00:00-05:00,0.244791999,0.247396007,0.244791999,0.247396007,0.043587618,1305600
1962-03-21 00:00:00-05:00,0.248697996,0.251953006,0.248697996,0.250651002,0.04416107,2188800
1962-03-22 00:00:00-05:00,0.251302004,0.254557014,0.251302004,0.25325501,0.044619896,1344000
1962-03-23 00:00:00-05:00,0.255207986,0.259766012,0.255207986,0.257813007,0.045422938,1497600
