Date,Actual,Predicted
2019-02-12,106.8899994,68.357285
2019-02-13,106.8099976,68.357285
2019-02-14,106.9000015,68.357285
2019-02-15,108.2200012,68.357285
2019-02-19,108.1699982,68.357285
2019-02-20,107.1500015,68.357285
2019-02-21,109.4100037,68.357285
2019-02-22,110.9700012,68.357285
2019-02-25,111.5899963,68.357285
2019-02-26,112.3600006,68.357285
2019-02-27,112.1699982,68.357285
2019-02-28,112.0299988,68.357285
2019-03-01,112.5299988,68.357285
2019-03-04,112.2600021,68.357285
2019-03-05,111.6999969,68.357285
2019-03-06,111.75,68.357285
2019-03-07,110.3899994,68.357285
2019-03-08,110.5100021,68.357285
2019-03-11,112.8300018,68.357285
2019-03-12,113.6200027,68.357285
2019-03-13,114.5,68.357285
2019-03-14,114.5899963,68.357285
2019-03-15,115.9100037,68.357285
2019-03-18,117.5699997,68.357285
2019-03-19,117.6500015,68.357285
2019-03-20,117.5199966,68.357285
2019-03-21,120.2200012,68.357285
2019-03-22,117.0500031,68.357285
2019-03-25,117.6600037,68.357285
2019-03-26,117.9100037,68.357285
2019-03-27,116.7699966,68.357285
2019-03-28,116.9300003,68.357285
2019-03-29,117.9400024,68.357285
2019-04-01,119.0199966,68.357285
2019-04-02,119.1900024,68.357285
2019-04-03,119.9700012,68.357285
2019-04-04,119.3600006,68.357285
2019-04-05,119.8899994,68.357285
2019-04-08,119.9300003,68.357285
2019-04-09,119.2799988,68.357285
2019-04-10,120.1900024,68.357285
2019-04-11,120.3300018,68.357285
2019-04-12,120.9499969,68.357285
2019-04-15,121.0500031,68.357285
2019-04-16,120.7699966,68.357285
2019-04-17,121.7699966,68.357285
2019-04-18,123.3700027,68.357285
2019-04-22,123.7600021,68.357285
2019-04-23,125.4400024,68.357285
2019-04-24,125.0100021,68.357285
2019-04-25,129.1499939,68.357285
2019-04-26,129.8899994,68.357285
2019-04-29,129.7700043,68.357285
2019-04-30,130.6000061,68.357285
2019-05-01,127.8799973,68.357285
2019-05-02,126.2099991,68.357285
2019-05-03,128.8999939,68.357285
2019-05-06,128.1499939,68.357285
2019-05-07,125.5199966,68.357285
2019-05-08,125.5100021,68.357285
2019-05-09,125.5,68.357285
2019-05-10,127.1299973,68.357285
2019-05-13,123.3499985,68.357285
2019-05-14,124.7300034,68.357285
2019-05-15,126.0199966,68.357285
2019-05-16,128.9299927,68.357285
2019-05-17,128.0700073,68.357285
2019-05-20,126.2200012,68.357285
2019-05-21,126.9000015,68.357285
2019-05-22,127.6699982,68.357285
2019-05-23,126.1800003,68.357285
2019-05-24,126.2399979,68.357285
2019-05-28,126.1600037,68.357285
2019-05-29,124.9400024,68.357285
2019-05-30,125.7300034,68.357285
2019-05-31,123.6800003,68.357285
2019-06-03,119.8399963,68.357285
2019-06-04,123.1600037,68.357285
2019-06-05,125.8300018,68.357285
2019-06-06,127.8199997,68.357285
2019-06-07,131.3999939,68.357285
2019-06-10,132.6000061,68.357285
2019-06-11,132.1000061,68.357285
2019-06-12,131.4900055,68.357285
2019-06-13,132.3200073,68.357285
2019-06-14,132.4499969,68.357285
2019-06-17,132.8500061,68.357285
2019-06-18,135.1600037,68.357285
2019-06-19,135.6900024,68.357285
2019-06-20,136.9499969,68.357285
2019-06-21,136.9700012,68.357285
2019-06-24,137.7799988,68.357285
2019-06-25,133.4299927,68.357285
2019-06-26,133.9299927,68.357285
2019-06-27,134.1499939,68.357285
2019-06-28,133.9600067,68.357285
2019-07-01,135.6799927,68.357285
2019-07-02,136.5800018,68.357285
2019-07-03,137.4600067,68.357285
2019-07-05,137.0599976,68.357285
2019-07-08,136.9600067,68.357285
2019-07-09,136.4600067,68.357285
2019-07-10,137.8500061,68.357285
2019-07-11,138.3999939,68.357285
2019-07-12,138.8999939,68.357285
2019-07-15,138.8999939,68.357285
2019-07-16,137.0800018,68.357285
2019-07-17,136.2700043,68.357285
2019-07-18,136.4199982,68.357285
2019-07-19,136.6199951,68.357285
2019-07-22,138.4299927,68.357285
2019-07-23,139.2899933,68.357285
2019-07-24,140.7200012,68.357285
2019-07-25,140.1900024,68.357285
2019-07-26,141.3399963,68.357285
2019-07-29,141.0299988,68.357285
2019-07-30,140.3500061,68.357285
2019-07-31,136.2700043,68.357285
2019-08-01,138.0599976,68.357285
2019-08-02,136.8999939,68.357285
2019-08-05,132.2100067,68.357285
2019-08-06,134.6900024,68.357285
2019-08-07,135.2799988,68.357285
2019-08-08,138.8899994,68.357285
2019-08-09,137.7100067,68.357285
2019-08-12,135.7899933,68.357285
2019-08-13,138.6000061,68.357285
2019-08-14,133.9799957,68.357285
2019-08-15,133.6799927,68.357285
2019-08-16,136.1300049,68.357285
2019-08-19,138.4100037,68.357285
2019-08-20,137.2599945,68.357285
2019-08-21,138.7899933,68.357285
2019-08-22,137.7799988,68.357285
2019-08-23,133.3899994,68.357285
2019-08-26,135.4499969,68.357285
2019-08-27,135.7400055,68.357285
2019-08-28,135.5599976,68.357285
2019-08-29,138.1199951,68.357285
2019-08-30,137.8600006,68.357285
2019-09-03,136.0399933,68.357285
2019-09-04,137.6300049,68.357285
2019-09-05,140.0500031,68.357285
2019-09-06,139.1000061,68.357285
2019-09-09,137.5200043,68.357285
2019-09-10,136.0800018,68.357285
2019-09-11,136.1199951,68.357285
2019-09-12,137.5200043,68.357285
2019-09-13,137.3200073,68.357285
2019-09-16,136.3300018,68.357285
2019-09-17,137.3899994,68.357285
2019-09-18,138.5200043,68.357285
2019-09-19,141.0700073,68.357285
2019-09-20,139.4400024,68.357285
2019-09-23,139.1399994,68.357285
2019-09-24,137.3800049,68.357285
2019-09-25,139.3600006,68.357285
2019-09-26,139.5399933,68.357285
2019-09-27,137.7299957,68.357285
2019-09-30,139.0299988,68.357285
2019-10-01,137.0700073,68.357285
2019-10-02,134.6499939,68.357285
2019-10-03,136.2799988,68.357285
2019-10-04,138.1199951,68.357285
2019-10-07,137.1199951,68.357285
2019-10-08,135.6699982,68.357285
2019-10-09,138.2400055,68.357285
2019-10-10,139.1000061,68.357285
2019-10-11,139.6799927,68.357285
2019-10-14,139.5500031,68.357285
2019-10-15,141.5700073,68.357285
2019-10-16,140.4100037,68.357285
2019-10-17,139.6900024,68.357285
2019-10-18,137.4100037,68.357285
2019-10-21,138.4299927,68.357285
2019-10-22,136.3699951,68.357285
2019-10-23,137.2400055,68.357285
2019-10-24,139.9400024,68.357285
2019-10-25,140.7299957,68.357285
2019-10-28,144.1900024,68.357285
2019-10-29,142.8300018,68.357285
2019-10-30,144.6100006,68.357285
2019-10-31,143.3699951,68.357285
2019-11-01,143.7200012,68.357285
2019-11-04,144.5500031,68.357285
2019-11-05,144.4600067,68.357285
2019-11-06,144.0599976,68.357285
2019-11-07,144.2599945,68.357285
2019-11-08,145.9600067,68.357285
2019-11-11,146.1100006,68.357285
2019-11-12,147.0700073,68.357285
2019-11-13,147.3099976,68.357285
2019-11-14,148.0599976,68.357285
2019-11-15,149.9700012,68.357285
2019-11-18,150.3399963,68.357285
2019-11-19,150.3899994,68.357285
2019-11-20,149.6199951,68.357285
2019-11-21,149.4799957,68.357285
2019-11-22,149.5899963,68.357285
2019-11-25,151.2299957,68.357285
2019-11-26,152.0299988,68.357285
2019-11-27,152.3200073,68.357285
2019-11-29,151.3800049,68.357285
2019-12-02,149.5500031,68.357285
2019-12-03,149.3099976,68.357285
2019-12-04,149.8500061,68.357285
2019-12-05,149.9299927,68.357285
2019-12-06,151.75,68.357285
2019-12-09,151.3600006,68.357285
2019-12-10,151.1300049,68.357285
2019-12-11,151.6999969,68.357285
2019-12-12,153.2400055,68.357285
2019-12-13,154.5299988,68.357285
2019-12-16,155.5299988,68.357285
2019-12-17,154.6900024,68.357285
2019-12-18,154.3699951,68.357285
2019-12-19,155.7100067,68.357285
2019-12-20,157.4100037,68.357285
2019-12-23,157.4100037,68.357285
2019-12-24,157.3800049,68.357285
2019-12-26,158.6699982,68.357285
2019-12-27,158.9600067,68.357285
2019-12-30,157.5899963,68.357285
2019-12-31,157.6999969,68.357285
2020-01-02,160.6199951,68.357285
2020-01-03,158.6199951,68.357285
2020-01-06,159.0299988,68.357285
2020-01-07,157.5800018,68.357285
2020-01-08,160.0899963,68.357285
2020-01-09,162.0899963,68.357285
2020-01-10,161.3399963,68.357285
2020-01-13,163.2799988,68.357285
2020-01-14,162.1300049,68.357285
2020-01-15,163.1799927,68.357285
2020-01-16,166.1699982,68.357285
2020-01-17,167.1000061,68.357285
2020-01-21,166.5,68.357285
2020-01-22,165.6999969,68.357285
2020-01-23,166.7200012,68.357285
2020-01-24,165.0399933,68.357285
2020-01-27,162.2799988,68.357285
2020-01-28,165.4600067,68.357285
2020-01-29,168.0399933,68.357285
2020-01-30,172.7799988,68.357285
2020-01-31,170.2299957,68.357285
2020-02-03,174.3800049,68.357285
2020-02-04,180.1199951,68.357285
2020-02-05,179.8999939,68.357285
2020-02-06,183.6300049,68.357285
2020-02-07,183.8899994,68.357285
2020-02-10,188.6999969,68.357285
2020-02-11,184.4400024,68.357285
2020-02-12,184.7100067,68.357285
2020-02-13,183.7100067,68.357285
2020-02-14,185.3500061,68.357285
2020-02-18,187.2299957,68.357285
2020-02-19,187.2799988,68.357285
2020-02-20,184.4199982,68.357285
2020-02-21,178.5899963,68.357285
2020-02-24,170.8899994,68.357285
2020-02-25,168.0700073,68.357285
2020-02-26,170.1699982,68.357285
2020-02-28,162.0099945,68.357285
2020-03-03,164.5099945,68.357285
2020-03-04,170.5500031,68.357285
2020-03-05,166.2700043,68.357285
2020-03-06,161.5700073,68.357285
2020-03-11,153.6300049,68.357285
2020-03-18,140.3999939,68.357285
2020-03-19,142.7100067,68.357285
2020-03-20,137.3500061,68.357285
2020-03-23,135.9799957,68.357285
2020-03-25,146.9199982,68.357285
2020-03-27,149.6999969,68.357285
2020-03-31,157.7100067,68.357285
2020-04-01,152.1100006,68.357285
2020-04-02,155.2599945,68.357285
2020-04-03,153.8300018,68.357285
2020-04-07,163.4900055,68.357285
2020-04-08,165.1300049,68.357285
2020-04-09,165.1399994,68.357285
2020-04-13,165.5099945,68.357285
2020-04-14,173.6999969,68.357285
2020-04-15,171.8800049,68.357285
2020-04-16,177.0399933,68.357285
2020-04-17,178.6000061,68.357285
2020-04-20,175.0599976,68.357285
2020-04-21,167.8200073,68.357285
2020-04-22,173.5200043,68.357285
2020-04-23,171.4199982,68.357285
2020-04-24,174.5500031,68.357285
2020-04-27,174.0500031,68.357285
2020-04-28,169.8099976,68.357285
2020-04-29,177.4299927,68.357285
2020-04-30,179.2100067,68.357285
2020-05-01,174.5700073,68.357285
2020-05-04,178.8399963,68.357285
2020-05-05,180.7599945,68.357285
2020-05-06,182.5399933,68.357285
2020-05-07,183.6000061,68.357285
2020-05-08,184.6799927,68.357285
2020-05-11,186.7400055,68.357285
2020-05-12,182.5099945,68.357285
2020-05-13,179.75,68.357285
2020-05-14,180.5299988,68.357285
2020-05-15,183.1600037,68.357285
2020-05-18,184.9100037,68.357285
2020-05-19,183.6300049,68.357285
2020-05-20,185.6600037,68.357285
